"금연구역명","금연구역범위상세","시도명","시군구명","금연구역구분","금연구역지정근거명","금연구역면적","위반과태료","위반신고전화번호","소재지도로명주소","소재지지번주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","작업일시"
"한천초등학교","학교출입문으로부터 직선거리 50미터이내","서울특별시","노원구","학교절대정화구역                                                                                            ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 마들로 45","","서울특별시 노원구청","37.62070855","127.0692456","2021-09-13","","2021-10-17 11:36:49.0"
"한천초등학교","학교 시설의 경계로부터 10미터 이내","서울특별시","노원구","학교 시설의 경계로부터 10미터 이내                                                                                ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 마들로 45","","서울특별시 노원구청","37.62070855","127.0692456","2021-09-13","","2021-10-17 11:36:49.0"
"월계1동어린이집","시설경계 10m 이내","서울특별시","노원구","유치원 어린이집 시설경계 10m                                                                                  ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 석계로 69 (월계동)","","서울특별시 노원구청","37.62090696","127.0624403","2021-09-13","","2021-10-17 11:36:49.0"
"공릉현대아파트 어린이놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 동일로176길 39-12 (공릉동 현대아파트)","","서울특별시 노원구청","37.62093074","127.0770888","2021-09-13","","2021-10-17 11:36:49.0"
"공릉9단지청솔아파트어린이놀이터-1(901동)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 노원로1길 21 (공릉동)","","서울특별시 노원구청","37.62093283","127.0845557","2021-09-13","","2021-10-17 11:36:49.0"
"공릉9단지청솔아파트어린이놀이터-2(904동)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 노원로1길 21 (공릉동)","","서울특별시 노원구청","37.62093283","127.0845557","2021-09-13","","2021-10-17 11:36:49.0"
"월계아랑어린이집","시설경계 10m 이내","서울특별시","노원구","유치원 어린이집 시설경계 10m                                                                                  ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 광운로12길 6 (월계동)","","서울특별시 노원구청","37.62096617","127.0594455","2021-09-13","","2021-10-17 11:36:49.0"
"소곶네","시설부지","서울특별시","노원구","어린이공원                                                                                               ","노원구금연구역지정및간접흡연피해방지에관한조례","612","50000","02-2116-4381","서울특별시 노원구 월계1동 411-47","","서울특별시 노원구청","37.621025","127.061521","2021-09-13","","2021-10-17 11:36:49.0"
"효성","시설부지","서울특별시","노원구","어린이공원                                                                                               ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 공릉2동 742-4","","서울특별시 노원구청","37.621211","127.088648","2021-09-13","","2021-10-17 11:36:49.0"
"공릉동근린공원","시설부지","서울특별시","노원구","공원                                                                                                  ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 공릉2동 63-1일원","","서울특별시 노원구청","37.6212522","127.0811023","2021-09-13","","2021-10-17 11:36:49.0"
"한일2차아파트 201동 뒤 어린이놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 석계로13길 6-10 (월계동)","","서울특별시 노원구청","37.62128197","127.0620646","2021-09-13","","2021-10-17 11:36:49.0"
"신내효성아파트 어린이놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 화랑로 556 (공릉동)","","서울특별시 노원구청","37.62128728","127.0877549","2021-09-13","","2021-10-17 11:36:49.0"
"두산힐스빌아파트 108동 놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 공릉로 126 (공릉동)","","서울특별시 노원구청","37.62131115","127.0795041","2021-09-13","","2021-10-17 11:36:49.0"
"두산힐스빌아파트 101동 놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 공릉로 126 (공릉동)","","서울특별시 노원구청","37.62131115","127.0795041","2021-09-13","","2021-10-17 11:36:49.0"
"두산힐스빌아파트 103동 놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 공릉로 126 (공릉동)","","서울특별시 노원구청","37.62131115","127.0795041","2021-09-13","","2021-10-17 11:36:49.0"
"대주파크빌아파트 놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 섬밭로 52 (공릉동)","","서울특별시 노원구청","37.62138796","127.0721415","2021-09-13","","2021-10-17 11:36:49.0"
"공릉비콘아파트어린이놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 공릉로 130 (공릉동)","","서울특별시 노원구청","37.62162481","127.0793368","2021-09-13","","2021-10-17 11:36:49.0"
"월계대동아파트 102동 놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 광운로 46 (월계동 대동아파트)","","서울특별시 노원구청","37.62166104","127.0608053","2021-09-13","","2021-10-17 11:36:49.0"
"새봄드림필아파트 놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 광운로17길 45-3 (월계동 새봄아파트)","","서울특별시 노원구청","37.62183897","127.0581594","2021-09-13","","2021-10-17 11:36:49.0"
"벼루","시설부지","서울특별시","노원구","어린이공원                                                                                               ","노원구금연구역지정및간접흡연피해방지에관한조례","327","50000","02-2116-4381","서울특별시 노원구 월계1동 500-3","","서울특별시 노원구청","37.621966","127.056444","2021-09-13","","2021-10-17 11:36:49.0"
"꿈의숲SK뷰106동앞놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 월계로42길 97 (월계동 꿈의 숲 SK VIEW)","","서울특별시 노원구청","37.6220035","127.0531754","2021-09-13","","2021-10-17 11:36:49.0"
"꿈의숲SK뷰103동옆유아놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 월계로42길 97 (월계동 꿈의 숲 SK VIEW)","","서울특별시 노원구청","37.6220035","127.0531754","2021-09-13","","2021-10-17 11:36:49.0"
"꿈의숲SK뷰104동앞놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 월계로42길 97 (월계동 꿈의 숲 SK VIEW)","","서울특별시 노원구청","37.6220035","127.0531754","2021-09-13","","2021-10-17 11:36:49.0"
"월계그랑빌아파트 제2어린이놀이터(114동 앞)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 마들로 31 (월계동 그랑빌아파트)","","서울특별시 노원구청","37.61872402","127.0670825","2021-09-13","","2021-10-17 11:36:49.0"
"별빛","시설부지","서울특별시","노원구","어린이공원                                                                                               ","노원구금연구역지정및간접흡연피해방지에관한조례","410","50000","02-2116-4381","서울특별시 노원구 공릉1동 690-1","","서울특별시 노원구청","37.619109","127.072203","2021-09-13","","2021-10-17 11:36:49.0"
"월계그랑빌아파트 제3어린이놀이터(관리동 뒤)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 마들로 31 (월계동 그랑빌아파트)","","서울특별시 노원구청","37.61872402","127.0670825","2021-09-13","","2021-10-17 11:36:49.0"
"월계그랑빌아파트 제4어린이놀이터(124동 앞)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 마들로 31 (월계동 그랑빌아파트)","","서울특별시 노원구청","37.61872402","127.0670825","2021-09-13","","2021-10-17 11:36:49.0"
"월계그랑빌아파트 제5어린이놀이터(110동 앞)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 마들로 31 (월계동 그랑빌아파트)","","서울특별시 노원구청","37.61872402","127.0670825","2021-09-13","","2021-10-17 11:36:49.0"
"월계그랑빌아파트 제6어린이놀이터(107동 앞)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 마들로 31 (월계동 그랑빌아파트)","","서울특별시 노원구청","37.61872402","127.0670825","2021-09-13","","2021-10-17 11:36:49.0"
"월계그랑빌아파트 제7어린이놀이터(105동 앞)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 마들로 31 (월계동 그랑빌아파트)","","서울특별시 노원구청","37.61872402","127.0670825","2021-09-13","","2021-10-17 11:36:49.0"
"월계그랑빌아파트 제8어린이놀이터(103동 앞)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 마들로 31 (월계동 그랑빌아파트)","","서울특별시 노원구청","37.61872402","127.0670825","2021-09-13","","2021-10-17 11:36:49.0"
"한양유치원","시설경계 10m 이내","서울특별시","노원구","유치원 어린이집 시설경계 10m                                                                                  ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 마들로 31(월계동 그랑빌아파트)","","서울특별시 노원구청","37.61872402","127.0670825","2021-09-13","","2021-10-17 11:36:49.0"
"축복어린이집","시설경계 10m 이내","서울특별시","노원구","유치원 어린이집 시설경계 10m                                                                                  ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 마들로 31 116동 103호(월계동 그랑빌아파트)","","서울특별시 노원구청","37.61872402","127.0670825","2021-09-13","","2021-10-17 11:36:49.0"
"광운중학교","학교출입문으로부터 직선거리 50미터이내","서울특별시","노원구","학교절대정화구역                                                                                            ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 광운로1길 24","","서울특별시 노원구청","37.6192413","127.0565444","2021-09-13","","2021-10-17 11:36:49.0"
"광운전자공업고등학교","학교출입문으로부터 직선거리 50미터이내","서울특별시","노원구","학교절대정화구역                                                                                            ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 광운로1길 24","","서울특별시 노원구청","37.6192413","127.0565444","2021-09-13","","2021-10-17 11:36:49.0"
"광운중학교","학교 시설의 경계로부터 10미터 이내","서울특별시","노원구","학교 시설의 경계로부터 10미터 이내                                                                                ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 광운로1길 24","","서울특별시 노원구청","37.6192413","127.0565444","2021-09-13","","2021-10-17 11:36:49.0"
"광운전자공업고등학교","학교 시설의 경계로부터 10미터 이내","서울특별시","노원구","학교 시설의 경계로부터 10미터 이내                                                                                ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 광운로1길 24","","서울특별시 노원구청","37.6192413","127.0565444","2021-09-13","","2021-10-17 11:36:49.0"
"광운중학교 통학로","학교 정문 및 건너편 앞 보행로(총 1.230m)","서울특별시","노원구","거리                                                                                                  ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 광운로 1길 24","","서울특별시 노원구청","37.6192413","127.0565444","2021-09-13","","2021-10-17 11:36:49.0"
"보고유치원","시설경계 10m 이내","서울특별시","노원구","유치원 어린이집 시설경계 10m                                                                                  ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 석계로13길 23-14 (월계동)","","서울특별시 노원구청","37.61960009","127.0613815","2021-09-13","","2021-10-17 11:36:49.0"
"대동1차아파트 놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 동일로175길 38 (공릉동，대동아파트)","","서울특별시 노원구청","37.61988852","127.0724708","2021-09-13","","2021-10-17 11:36:49.0"
"돌곶이","시설부지","서울특별시","노원구","어린이공원                                                                                               ","노원구금연구역지정및간접흡연피해방지에관한조례","954","50000","02-2116-4381","서울특별시 노원구 월계1동 429-4","","서울특별시 노원구청","37.619986","127.061171","2021-09-13","","2021-10-17 11:36:49.0"
"태능육군관사 무궁화놀이터(107동104동사이)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 화랑로 564 (공릉동)","","서울특별시 노원구청","37.62012196","127.0894164","2021-09-13","","2021-10-17 11:36:49.0"
"태능육군관사 도담놀이터(109동앞)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 화랑로 564 (공릉동)","","서울특별시 노원구청","37.62012196","127.0894164","2021-09-13","","2021-10-17 11:36:49.0"
"태능육군관사 유아놀이터(복지동)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 화랑로 564 (공릉동)","","서울특별시 노원구청","37.62012196","127.0894164","2021-09-13","","2021-10-17 11:36:49.0"
"화랑아띠어린이집","시설경계 10m 이내","서울특별시","노원구","유치원 어린이집 시설경계 10m                                                                                  ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 화랑로 564","","서울특별시 노원구청","37.62012196","127.0894164","2021-09-13","","2021-10-17 11:36:49.0"
"푸른숲어린이집","시설경계 10m 이내","서울특별시","노원구","유치원 어린이집 시설경계 10m                                                                                  ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 노원로1길 85-10","","서울특별시 노원구청","37.62022415","127.0827199","2021-09-13","","2021-10-17 11:36:49.0"
"월계","시설부지","서울특별시","노원구","어린이공원                                                                                               ","노원구금연구역지정및간접흡연피해방지에관한조례","858","50000","02-2116-4381","서울특별시 노원구 월계1동 429-44","","서울특별시 노원구청","37.620411","127.061165","2021-09-13","","2021-10-17 11:36:49.0"
"무지개","시설부지","서울특별시","노원구","어린이공원                                                                                               ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 공릉2동 89","","서울특별시 노원구청","37.620547","127.083252","2021-09-13","","2021-10-17 11:36:49.0"
"녹천역 1번 출입구","출입구로 부터 10m","서울특별시","노원구","지하철 출입구                                                                                             ","서울특별시 간접흡연 피해방지 조례","","50000","02-2116-4381","서울특별시 노원구 화랑로 341","","서울특별시 노원구청","37.61530468","127.0656478","2021-09-13","","2021-10-17 11:36:49.0"
"월계우남아파트어린이놀이터(102동)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 화랑로 355 (월계동)","","서울특별시 노원구청","37.61555238","127.0673697","2021-09-13","","2021-10-17 11:36:49.0"
"월계우남아파트어린이놀이터(관리동)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 화랑로 355 (월계동)","","서울특별시 노원구청","37.61555238","127.0673697","2021-09-13","","2021-10-17 11:36:49.0"
"우이천","좌안(2.65km) 초안교~석계역 공영주차장 전(제방 상단 도로변 보도 및 데크 포함) 1구역:좌안(2.35km) 초안교 ~장월교 하류 (등신아파트 집입경사로) 2구역:좌안(0.3km)보도및테크(동신아파트 앞 하천진입경사로~ 석계역공영주차장 전) 우안(0.16km) 월계472교~복개 시점","서울특별시","노원구","하천변                                                                                                 ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 석계로9길 66","","서울특별시 노원구청","37.61581529","127.0610814","2021-09-13","","2021-10-17 11:36:49.0"
"동신아파트 어린이놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 광운로2나길 30 (월계동)","","서울특별시 노원구청","37.61615064","127.0607283","2021-09-13","","2021-10-17 11:36:49.0"
"풍림아이원 105동 놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 화랑로47길 38 (월계동)","","서울특별시 노원구청","37.61651195","127.0657395","2021-09-13","","2021-10-17 11:36:49.0"
"풍림아이원 108동 놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 화랑로47길 38 (월계동)","","서울특별시 노원구청","37.61651195","127.0657395","2021-09-13","","2021-10-17 11:36:49.0"
"월계현대아파트어린이놀이터(111동)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 석계로 49 (월계동 현대아파트)","","서울특별시 노원구청","37.61722367","127.0625369","2021-09-13","","2021-10-17 11:36:49.0"
"월계현대아파트어린이놀이터(어린이집)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 석계로 49 (월계동 현대아파트)","","서울특별시 노원구청","37.61722367","127.0625369","2021-09-13","","2021-10-17 11:36:49.0"
"월계현대아파트어린이놀이터(107동)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 석계로 49 (월계동 현대아파트)","","서울특별시 노원구청","37.61722367","127.0625369","2021-09-13","","2021-10-17 11:36:49.0"
"월계현대아파트어린이놀이터(103동)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 석계로 49 (월계동 현대아파트)","","서울특별시 노원구청","37.61722367","127.0625369","2021-09-13","","2021-10-17 11:36:49.0"
"태릉입구역 1~8번 출입구","출입구로 부터 10m","서울특별시","노원구","지하철 출입구                                                                                             ","서울특별시 간접흡연 피해방지 조례","","50000","02-2116-4381","서울특별시 노원구 동일로 992-1","","서울특별시 노원구청","37.617613","127.075627","2021-09-13","","2021-10-17 11:36:49.0"
"삼창어린이집","시설경계 10m 이내","서울특별시","노원구","유치원 어린이집 시설경계 10m                                                                                  ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 광운로2가길 23 (월계1동 삼창상가 2층)","","서울특별시 노원구청","37.61814436","127.0592892","2021-09-13","","2021-10-17 11:36:49.0"
"삼익아파트 관리사무소옆 어린이놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 섬밭로 17 (공릉동 삼익아파트)","","서울특별시 노원구청","37.61842899","127.072347","2021-09-13","","2021-10-17 11:36:49.0"
"묵동천","우안(2.5km) 욱사입구~중랑천 합류점)","서울특별시","노원구","하천변                                                                                                 ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 공릉동 286-13","","서울특별시 노원구청","37.618587","127.0785211","2021-09-13","","2021-10-17 11:36:49.0"
"노원프레미어스엠코 놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 동일로 986 (공릉동 노원 프레미어스 엠코)","","서울특별시 노원구청","37.6182161","127.075912","2021-09-13","","2021-10-17 11:36:49.0"
"공릉초등학교","학교출입문으로부터 직선거리 50미터이내","서울특별시","노원구","학교절대정화구역                                                                                            ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 동일로173길 12","","서울특별시 노원구청","37.61861498","127.074602","2021-09-13","","2021-10-17 11:36:49.0"
"공릉초등학교","학교 시설의 경계로부터 10미터 이내","서울특별시","노원구","학교 시설의 경계로부터 10미터 이내                                                                                ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 동일로173길 12","","서울특별시 노원구청","37.61861498","127.074602","2021-09-13","","2021-10-17 11:36:49.0"
"서울공릉초병설유치원","시설경계 10m 이내","서울특별시","노원구","유치원 어린이집 시설경계 10m                                                                                  ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 동일로173길 12(공릉동)","","서울특별시 노원구청","37.61861498","127.0746307","2021-09-13","","2021-10-17 11:36:49.0"
"월계삼창아파트 A동 놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 광운로2나길 50 (월계동 삼창아파트)","","서울특별시 노원구청","37.61869179","127.0600055","2021-09-13","","2021-10-17 11:36:49.0"
"월계삼창아파트 B동 놀이터","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 광운로2나길 50 (월계동 삼창아파트)","","서울특별시 노원구청","37.61869179","127.0600055","2021-09-13","","2021-10-17 11:36:49.0"
"선곡초등학교","학교출입문으로부터 직선거리 50미터이내","서울특별시","노원구","학교절대정화구역                                                                                            ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 광운로2길 1","","서울특별시 노원구청","37.61869289","127.0578035","2021-09-13","","2021-10-17 11:36:49.0"
"선곡초등학교","학교 시설의 경계로부터 10미터 이내","서울특별시","노원구","학교 시설의 경계로부터 10미터 이내                                                                                ","노원구금연구역지정및간접흡연피해방지에관한조례","","50000","02-2116-4381","서울특별시 노원구 광운로2길 1","","서울특별시 노원구청","37.61869289","127.0578035","2021-09-13","","2021-10-17 11:36:49.0"
"월계그랑빌아파트 제1어린이놀이터(113동 뒤)","시설부지","서울특별시","노원구","어린이 놀이시설                                                                                            ","국민건강증진법","","100000","02-2116-4381","서울특별시 노원구 마들로 31 (월계동 그랑빌아파트)","","서울특별시 노원구청","37.61872402","127.0670825","2021-09-13","","2021-10-17 11:36:49.0"
"두레소공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","287","100000","02-2241-5942","","서울특별시 성북구 길음1동 1284-6","성북구보건소","37.607521","127.018009","2021-09-13","","2021-10-17 11:36:49.0"
"돌마루소공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","893","100000","02-2241-5942","","서울특별시 성북구 삼선동3가 116-1","성북구보건소","37.58801843","127.0121412","2021-09-13","","2021-10-17 11:36:49.0"
"북한산 도시자연공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","1455439","100000","02-2241-5942","","서울특별시 성북구 정릉동 산 1-1","성북구보건소","37.62673751","126.9843965","2021-09-13","","2021-10-17 11:36:49.0"
"북악산 도시자연공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","971719","100000","02-2241-5942","","서울특별시 성북구 성북동 산25-1","성북구보건소","37.59686067","126.9834222","2021-09-13","","2021-10-17 11:36:49.0"
"숭인","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","3166","100000","02-2241-5942","","서울특별시 성북구 보문동6가 458-4","성북구보건소","37.58287311","127.0178911","2021-09-13","","2021-10-17 11:36:49.0"
"아름드리","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","3870","100000","02-2241-5942","","서울특별시 성북구 하월곡동 225-2","성북구보건소","37.6098158","127.0381756","2021-09-13","","2021-10-17 11:36:49.0"
"상길례","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","6165","100000","02-2241-5942","","서울특별시 성북구 장위동 289-29","성북구보건소","37.6196866","127.0453774","2021-09-13","","2021-10-17 11:36:49.0"
"자주바위","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","1519","100000","02-2241-5942","","서울특별시 성북구 보문동6가 458-3","성북구보건소","37.58287311","127.0178911","2021-09-13","","2021-10-17 11:36:49.0"
"되너미소공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","1069","100000","02-2241-5942","","서울특별시 성북구 돈암동 643-2","성북구보건소","37.6120585","126.985863","2021-09-13","","2021-10-17 11:36:49.0"
"꿈빛소공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","633","100000","02-2241-5942","","서울특별시 성북구 정릉동 1039","성북구보건소","37.6120611","126.9858631","2021-09-13","","2021-10-17 11:36:49.0"
"길음2구역근린공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 길음동 1288-12","성북구보건소","37.6100474","127.0264126","2021-09-13","","2021-10-17 11:36:49.0"
"정릉근린공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 정릉동 1021-2","성북구보건소","37.6184627956","127.0045304124","2021-09-13","","2021-10-17 11:36:49.0"
"옛시장어린이공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 종암동 135-4","성북구보건소","37.6017188","127.0348167","2021-09-13","","2021-10-17 11:36:49.0"
"건대어린이공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 장위동 207-49","성북구보건소","37.6181042","127.0508246","2021-09-13","","2021-10-17 11:36:49.0"
"맑은소리소공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 길음동1288-11","성북구보건소","37.6105904","127.0263795","2021-09-13","","2021-10-17 11:36:49.0"
"별빛누리소공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 정릉동 1053-2","성북구보건소","37.6075609","127.0161352","2021-09-13","","2021-10-17 11:36:49.0"
"돌이음소공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 석관동 410-3","성북구보건소","37.6067163","127.0653377","2021-09-13","","2021-10-17 11:36:49.0"
"도란도란소공원","공원전체","서울특별시","성북구","도시공원                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 석관동 410-4","성북구보건소","37.605648","127.0655848","2021-09-13","","2021-10-17 11:36:49.0"
"길음어울림마당","공공공지","서울특별시","성북구","공공공지                                                                                                ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 길음동 1276-2","성북구보건소","37.60346787","127.0245556","2021-09-13","","2021-10-17 11:36:49.0"
"성북천","성북구지역","서울특별시","성북구","하천                                                                                                  ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 삼선동1가 208-1","성북구보건소","37.5879482","126.9982545","2021-09-13","","2021-10-17 11:36:49.0"
"정릉천","성북구지역","서울특별시","성북구","하천                                                                                                  ","서울특별시 성북구 금연환경조성및지원에관한 조례","","100000","02-2241-5942","","서울특별시 성북구 종암동 28-370","성북구보건소","37.5925886","127.0302814","2021-09-13","","2021-10-17 11:36:49.0"
